Genus,HS01_ave,HS03_ave,HS05_ave,HS09_ave,HS13_ave,HS15_ave,HS17_ave,HS19_ave,JW01,JW02,JW03,JW04,JW05,JW06,JW07,JW08,JW09,JW10,JW11,JW12,JW13,JW14,JW15,JW16,JW17,JW18,JW19,JW20,LZ01,LZ02_ave,LZ03,LZ04_ave,LZ05,LZ06_ave,LZ10,LZ11_ave,LZ13,LZ14_ave,LZ16,LZ17_ave,QZ01,QZ02,QZ03,QZ04,QZ05,QZ06,QZ07,QZ08,QZ09,YZ01,YZ02,YZ03,YZ04_ave,YZ05,YZ06_ave,YZ09,YZ10,YZ11,YZ12,YZ13,YZ14,YZ15,YZ16,YZ17,YZ18,YZ19,YZ20,YZ21,YZ22_ave,YZ24,YZ25,YZ26,YZ27,YZ28,YZ29_ave,YZ32_ave,YZ33_ave,MG01,MG02,MG03,MG04,MG05,MG06,MG07,MG08,MG09,MG10,MG11,MG12,MG13,MG14,MG15,AM01,AM02,AM03,AM04,AM05,AM06,AM07,AM08,AM09
Acidovorax,1.008393687,0.648243099,0.058173101,0.118380795,0.213140453,0.218616098,0.286420155,0.24376495,0.927763653,0.604847426,0.708559977,0.289232418,0.631972985,0.257563526,0.19345478,0.16600022,0.121804053,0.227447533,0.114019039,0.115606936,0.078327409,0.071020806,0.156350315,0.100272067,0,0.026168616,0,0,0.139886634,0,0.127462875,0,0.099349711,0.022258293,0,0,0,0,0,0,0,0,0,0,0,0,0.025581336,0,0,2.540344033,0.286263044,0.761428696,1.044280213,0.328317968,0.519572516,0.794107492,1.807100843,1.949760315,1.315695896,1.119603511,1.201750014,1.141093047,0.474161289,0.740159246,0.814079537,0.527684747,0.379802861,0.332275864,0.248547014,0.135277854,0.273497927,0.41707624,0.263725725,0.418945281,0.360040433,0.064998701,0.858798115,0.245913496,4.061293136,1.853859497,0.208168121,0.19388516,0,0,0.148809524,0.081926921,0.139025188,0.282157676,0,0,0,0,0,0,0,0,0,0,0,0,0
Aestuariimonas,0.010465944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013114372,0,0.035321038,0.110403622,0.390947564,0.057793461,0.566617396,0.13803166,0.215283758,0.587065877,0.147892531,0.253971814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025296792,0.001489801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alkalimarinus,0,0,0,0,0,0,0,0.004570593,0.009296229,0.006052798,0.001022453,0,0.003946308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00886682,0,0,0,0,0.000302722,0.014647569,0.012047339,0.010222253,0.010667805,0.018510778,0.02104447,0,0.009236908,0.00857582,0.005668091,0.004603575,0.010766065,0,0.010615029,0,0,0,0,0.005330093,0.006587181,0,0.005766971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaerobiospirillum,0.005756269,0.021974342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blastocatella,0,0,0,0,0,0,0,0,0,0,0,0.003472773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000455579,0,0,0,9.73E-05,0,0,0,0,0,0,0,0,0,0,0,0.019211444,0,0.078467843,0.052388639,0.039137241,0.271642884,0.07637661,0.014882007,0.03550888,0.036981722,0.013733803,0.006645622,0.032662867,0.043105572,0.015172605,0.023380874,0.03452681,0.041868032,0.033077235,0.074650405,0,0,0.021129413,0,0,0,0.008883992,0.130910244,0,0,0,0,0,0,0,0,0,0.057245666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curvibacter,0.256415624,0.230207396,0,0,0,0,0,0,0.275168378,0.080415741,0.125250501,0.105671535,0.139248285,0,0,0,0.043984797,0,0,0,0,0,0,0,0,0,0,0,0.056828945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.69675474,0.132121405,0,7.058136495,0,0,0.137582523,0.249450783,0.450855172,0.347059242,0.155251687,0.19161544,0.152777924,0.084363762,0.088396915,0.103442657,0.052941109,0.061007704,0.090210642,0.054887466,0.072385518,0.074252831,0.082680312,0.083433229,0.092743612,0.046110269,0.239717218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054777625,0,0,0,0
Cystobacteraceae,0.00366308,0.070631815,0.021952114,0.019857424,0.077005583,0.031230871,0.016289298,0,0.015338778,0.016429022,0.015336796,0.004961105,0.018040264,0.002883174,0.00853477,0.006419898,0.015789414,0.106581694,0.016793502,0.008892841,0.013771852,0.020968047,0.030967937,0.07292514,0.053221269,0,0,0.057395106,0.033514506,0.013440109,0.023035459,0.007291414,0.003870768,0.009371913,0,0.004283958,0.01666713,0.001021238,0.021567661,0.015240118,0,0.006057852,0,0.008542101,0.000974702,0,0.001705422,0,0,0,0,0.100748835,0.009501861,0.044572969,0.106205102,0.019355716,0.024094678,0.040889013,0.049783088,0.06389204,0.053164978,0.037931071,0.024015961,0.063329133,0.045344726,0.048912981,0.093904015,0.045105321,0.055318971,0.008306535,0,0.012861382,0.023016063,0.006396111,0.006116668,0.033980016,0.1264889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063827382,0.003460746,0.020338902,0.045877812,0.043169121,0.052092811,0.032014316,0.043107523,0.035531312
Desulfonatronobacter,0,0,0,0,0,0,0,0,0,0,0,0.02976663,0,0.001922116,0,0,0.034962275,0,0,0,0,0.074402749,0,0,0,0.002243024,0.0452982,0,0,0,0,0,0,0.058118875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128568895,0.275252927,1.054956552,0.383926549,0.615324404,1.098983156,0.010985677,0.00708667,0.031204773,0.050494275,0.032244581,0.091931107,0.04952112,0.018473816,0.088396915,0.081478805,0.268158225,0.320589502,0.350317993,0.466327705,0,0,0,0,0,0,0.024794871,0.158015009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elstera,0,0.001046397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.73E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028479548,0.032176227,0.119427117,0,0.315541484,0.01599744,0.030717533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erysipelotrichaceae_incertae_sedis,0,0,0.005488028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002532137,0,0,0,0,0,0.015099193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057634332,0.064837356,0.058124328,0.346175912,0.940380936,0.279362305,0.093116689,0.129686061,0.06778968,0.227579831,0.477697498,0.405382954,0.090613114,0.252475491,0.600967089,0.700717722,0.786060376,1.221350304,1.017876742,0.757895791,0.144771036,0.141080379,0.026641434,0.109326301,0.352852133,0.270956647,0.071900108,0.098807438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014960156,0,0,0,0,0
Geothrix,0,0,0,0,0,0,0,0,0.002788869,0,0,0.005457215,0.006201341,0.007688463,0,0,0,0,0,0,0,0,0,0.013322862,0,0,0,0,0,0,0,0,0,0.001822316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066501153,0.133344751,0.057155589,0.053775398,0.06414159,0.143086779,0.097824836,0.029764014,0.11621088,0.091743119,0.055532334,0.027690092,0.195977199,0.040026602,0.017811319,0.048887283,0.039705832,0.039475573,0.061643939,0.099461956,0,0,0,0,0,0,0.010264274,0.176084851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Howardella,0,0,0,0,0,0,0,0,0.012549909,0.012970281,0.010735757,0.066478806,0.036644285,0.016337985,0.013276308,0.009171283,0.018045045,0.019778046,0.031819267,0.031529164,0.019797037,0.023673602,0.018127573,0.017530082,0.002764741,0.016448844,0.009213193,0.005064274,0,0.006776525,0,0,0,0,0,0,0,0,0.004621642,0,0,0,0,0,0,0,0,0,0,0.005911214,0,0.02421847,0.012943076,0,0.035115796,0.017263206,0.012756006,0.029590733,0.014223739,0.017316534,0.00886083,0.016858254,0.012931672,0.013853248,0.019129806,0.041432172,0.017943442,0.004510532,0.028479345,0,0,0,0,0,0,0.011443787,0.035082408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilyomonas,0.00366308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186515511,0.002992965,0.076784864,0.073236768,0.116123039,0.118710893,0.197084312,0.176839283,0.183338426,0.091084691,0.177162928,0.101977643,0,0.038164471,0,0.012813151,0.032652504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028308315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lacibacterium,0.007849458,0.001569596,0,0,0,0,0,0.004570593,0.026494253,0.018158393,0.014314343,0.007937768,0.005637582,0,0.001896615,0.004585641,0.004511261,0,0,0,0,0,0,0.002804813,0,0,0,0,0.007285762,0,0,0,0,0.000780993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010344624,0.008563424,0,0.002568071,0,0.000554991,0.016740079,0.021968677,0.0080702,0.013512552,0.025079119,0.014398848,0.018965535,0.004310557,0.003298392,0.008502136,0.002877234,0.003588688,0,0.003236289,0.004746591,0.007425283,0,0,0,0.003803313,0,0.002306788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Litorilinea,0.134487378,0.050750267,0.049392256,0.046588571,0.020626495,0.288573249,0.101808112,0.051800052,0.087849364,0.094250707,0.086397284,0.067471027,0.108241582,0.030753854,0.03793231,0.033933747,0.025939752,0.063729261,0.022980581,0.020211003,0.018936297,0.023673602,0.02870199,0.047681822,0.029720968,0.023177917,0.023800749,0.034605873,0.026228744,0.013948348,0,0.00903361,0.024514864,0.008786168,0,0.013796866,0,0.007002774,0,0.024329921,0,0.005452067,0,0,0.002436754,0,0,0,0,0.00443341,0.041593776,0.039718291,0.029378727,0.0739259,0.037588029,0.151706965,0.237403444,0.107064653,0.197709978,0.201827193,0.14066567,0.071647578,0.138553623,0.268489138,0.170042723,0.293477886,0.221900569,0.121784366,0.098426344,0.003559944,0,0.059713559,0.011508032,0.014924259,0.052873893,0.072627892,0.063004159,0,0,0.075888985,0,0,0,0,0,0,0,0,0,0,0,0,0.067109933,0.015573359,0,0.038563958,0.006529783,0,0.143243543,0.116844076,0.054142951
Mycobacterium,0.114602085,0.016742356,0.285377477,0.12754576,0.210390253,0.312308711,0.038008362,0.274235568,0.036255293,0.081712769,0.021471514,0.034727735,0.011838923,0,0.043622156,0.025679592,0.042856982,0.043951214,0.012374159,0.116415377,0.024100741,0.015556938,0.033233883,0,0.042162304,0.014953495,0.022265217,0,0.039343116,0,0,0,0,0.002082647,0,0,0,0,0,0,0,0,0,0,0,0,0.016201513,0,0,0.053200922,0.145578215,0.099780096,0.06476674,0.061967299,0.034510352,0.205589094,0.245198781,0.16463208,0.341369746,0.22630919,0.299052999,0.249712883,0.152101089,0.161621226,0.140285247,0.132352772,0.112445572,0.112763302,0.094283893,0.022546309,0.034651321,0.107484406,0.040278111,0.040508704,0.073400021,0.030240709,0.116685049,0,0,0.130095403,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020764479,0,0,0,0,0,0.037813617,0
Novimethylophilus,0.110415707,0.08004939,0,0,0,0,0,0,0.07390502,0.021184792,0.044476709,0.017859978,0.051302,0.015376927,0.013276308,0.018342566,0.014661599,0.015382925,0,0.010509721,0.006885926,0.006763886,0.015861626,0.010518049,0,0,0,0,0.026228744,0,0,0,0.00645128,0,0.008694896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016255837,0.012233463,0.021312254,0,0,0.024671874,0.056497766,0.082205372,0.034970867,0.073252258,0.060906431,0.046519355,0.037931071,0.022784374,0.041559744,0.031174499,0.029347789,0.018541557,0.02255266,0.017260209,0.030852844,0.024750944,0.045014837,0.0364421,0.015990278,0.023623671,0,0.016147519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceanicaulis,0,0,0,0,0.790682324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014725269,0,0,0,0,0,0,0,0,0,0.008070258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220192706,0.450191454,0.494056787,0.268106567,0.560967125,0.364477748,0.037665177,0.071575367,0.059181467,0.083208876,0.164805637,0.315667054,0.141187875,0.108995517,0.20713904,0.292615186,0.302109588,0.556844825,0.744237795,0.565660209,0.402273617,0.252459625,0.026641434,0.084392232,0.301683243,0.270172459,0.019449418,0.208283773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017649807,0,0,0,0,0,0,0
Paraburkholderia,0.021455185,0.014649562,0,0,0,0,0,0,0.033931236,0.039775528,0.035274631,0.021332751,0.049046967,0,0,0,0,0,0,0.031529164,0.024100741,0,0,0,0,0,0,0,0.026228744,0,0.021499762,0,0.018063584,0.002212813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031807005,0.029062164,0,0,0.098082052,0.053882129,0.077244703,0.023672587,0.080364128,0.094942378,0.094146314,0.071647578,0.032637076,0.029025853,0.041802169,0.035102257,0.031700081,0.051119364,0.037282052,0,0.027226038,0.041340156,0.039319108,0.035178611,0.027289751,0.193339766,0.093424932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parvibaculum,0.014129024,0.001569596,0,0,0,0,0,0.012188247,0.00976104,0.008214511,0.016870476,0.007441657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007559927,0,0.000243152,0,0,0,0,0,0,0,0,0,0,0,0.053200922,0.002446693,0,0.095121334,0,0,0.004708147,0.004252002,0.020444507,0.008534244,0,0.007753226,0,0,0,0.006376602,0.008056256,0.160892866,0.067657981,0,0,0,0,0.14193239,0,0,0.010239178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polyangiaceae,0.008372755,0.017265555,0,0,0.13613487,0,0,0,0.044157088,0.052745808,0.024538874,0.068959359,0.051302,0.819782416,0.115693545,0.083458674,0.888718463,0.319745083,0.662017518,0.413921339,0.380447413,1.110630124,1.16167529,0.672453931,0.10920728,0.160002393,0.81459984,0.360407505,0.065571859,0.218938243,0.084463351,0.392123208,0.145798927,0.219849451,0.140567487,0.016694838,0.143059529,0.295478153,0.295785063,0.557281814,0,0.01150992,0,0.013762273,0.004873508,0,0,0,0,0.104924041,0.044040468,0.168560551,0.181408505,0.171769003,0.095609819,0.174201446,0.325278152,0.312585746,0.540502098,0.39230907,0.325635488,0.208620889,0.011700084,0.554129917,0.612153804,0.698592457,0.580769415,0.43150757,0.451613376,0.213596611,0.150980756,0.045933507,0.040278111,0.197213428,0.274563913,0.082189477,0.259994281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395365038,0.262324583,0.248054843,1.915897327,1.295073641,0.992974606,0.679688558,0.456788489,0.464952591
Puia,0.019361996,0.477157148,0,0.006109977,0,0,0,0,0.513616651,1.094259354,0.414093493,1.435743769,1.129207751,1.362780148,3.007083859,0.697934627,0.398118804,0.973519393,0.968719893,0.949108695,0.39938371,0.139336057,0.198647985,0.586907133,0,0.165236116,0.058350224,0.140111583,0,0,0,0,0,0.013667373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115268665,0.288709737,0.384589303,0.087776652,0.142416072,0.366193175,0.300275165,0.145276734,0.251790239,0.270251049,0.136740909,0.087500692,0.132758748,0.421203015,0.387890942,0.376928037,0.370587761,0.430642614,0.264617883,0.205396491,0.145957684,0.405915476,0.181896686,0.10165428,0.215335743,0.096219899,0.006223814,0.493796902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012765476,0,0.054635874,0.050532083,0.028658492,0,0,0.015125447,0
Roseateles,0,0,0,0,0,0,0,0,0.026494253,0.020752449,0,0.032247182,0.11838923,0,0,0,0,0.039556093,0,0,0,0,0.031723252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112313058,0,0,0,0,0,0.0742841,0.065906031,0.033356827,0.06329564,0.096136621,0.039873733,0,0.028326519,0.023088747,0.06305751,0.015537065,0.053830327,0.08720362,0,0,0,0.100135045,0.049868137,0,0,0.026501401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarcina,0.01674551,0.010463973,0,0,0.013750997,0.032480106,0,0,0,0.004323427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036945085,0.090527629,0.037780813,0.017514241,0.03696295,0.012411618,0.048127727,0.066614698,0.030128747,0.091031932,0.09255389,0.098576729,0.06111117,0.0301739,0.027706496,0.031174499,0.0454603,0.039475573,0.016538618,0.03055057,0,0,0,0.021098058,0,0.018016725,0.049991279,0.032823677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sediminimonas,0.002093189,0.001569596,0,0,0,0,0,0,0.004648114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simplicispira,1.33754762,0.27049369,0.06366113,0.007942969,0,0,0,0,0.428091345,0.177692846,0.281685821,0.103687093,0.301610657,0.089378388,0.064484927,0.049524928,0,0.060432919,0,0,0,0,0,0,0,0,0,0,0.126772262,0.361866458,0.31635364,0.11930818,0.316112717,0.670091754,0.124626844,0.163861409,0,0.015172677,0,0,0,0,0,0,0,0,0,0,0,0.428562984,0.031807005,0.152091991,0.33117838,0.065228735,0.289200783,0.085269777,0.173623414,0.524024985,0.336391437,0.087179793,0,0.168582537,0.039410808,0.190647079,0.276319425,0.04718664,0.130389014,0,0,0,0.084153208,0.103809725,0.104531287,0.069291204,0.06210771,0.052350305,1.345001838,0,0,0.195143105,0,0,0,0,0.462962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
