Sample name,Microbial sample,Group,Reactor type,Reactor volume,Height/diameter,Feeding strategy,Substrate,Pretreat,Co-digest,Substrate1,Sub_weight1,Substrate2,Sub_weight2,BMP,Startup time,Microaeration,T,OLR,HRT,Q,tCOD.inf,sCOD.inf,sCOD/tCOD.inf,tCOD.eff,sCOD.eff,VSS,VFA.inf,VFA.eff,FA,SRT,GAC amend,GAC config,GAC amount,Specific surface area,V GAC/V total,Hydrolysis efficiency,Acidogenesis efficiency,Methanogenesis efficiency,SMA-acetate,SMA-hydrogen
HS_20,,HS,UASB,2,4.6,Continuous with eff recirculation,Dog food,No,No,Dog food,1,None,0,70,42,,35,1.9,8,0.25,14.5,1.958,0.135,1.01,0.42,15.6,1.3,0.4,114.7662422,80,NoGAC,NoGAC,0,0,0,22,35,20,0.34,0.83
HS_21,HS13_ave,HS,UASB,1,5.8,Continuous,Glucose,No,No,Glucose,1,None,0,100,21,,35,1.1,3.6,0.28,4,4,1,0.183,0.17,6.9,0,0.16,14.16865224,600,NoGAC,NoGAC,0,0,0,,97,70.2,0.5,0.52
HS_22,,HS,UASB,1,5.8,Continuous,Glucose,No,No,Glucose,1,None,0,100,21,,35,1.1,3.6,0.28,4,4,1,0.183,0.17,6.9,0,0.16,14.16865224,600,NoGAC,NoGAC,0,0,0,,97,76,0.5,0.52
HS_23,,HS,UASB,1,5.8,Continuous,Glucose,No,No,Glucose,1,None,0,100,21,,35,1.1,3.6,0.28,4,4,1,0.183,0.17,6.9,0,0.16,14.16865224,600,NoGAC,NoGAC,0,0,0,,97,74,0.5,0.52
HS_24,,HS,UASB,1,5.8,Continuous,Glucose,No,No,Glucose,1,None,0,100,21,,35,1.1,3.6,0.28,4,4,1,0.183,0.17,6.9,0,0.16,14.16865224,600,NoGAC,NoGAC,0,0,0,,97,68,0.5,0.52
HS_25,HS15_ave,HS,UASB,1,5.8,Continuous,75% Glucose + 25% BSA,No,No,Glucose,0.75,BSA,0.25,100,21,,35,1.1,3.6,0.28,4,4,1,0.231,0.21,11.5,0,0.19,35.50057804,600,NoGAC,NoGAC,0,0,0,,88,82.7,0.38,0.28
HS_26,,HS,UASB,1,5.8,Continuous,75% Glucose + 25% BSA,No,No,Glucose,0.75,BSA,0.25,100,21,,35,1.1,3.6,0.28,4,4,1,0.231,0.21,11.5,0,0.19,35.50057804,600,NoGAC,NoGAC,0,0,0,,88,90,0.38,0.28
HS_27,,HS,UASB,1,5.8,Continuous,75% Glucose + 25% BSA,No,No,Glucose,0.75,BSA,0.25,100,21,,35,1.1,3.6,0.28,4,4,1,0.231,0.21,11.5,0,0.19,35.50057804,600,NoGAC,NoGAC,0,0,0,,88,85,0.38,0.28
HS_28,,HS,UASB,1,5.8,Continuous,75% Glucose + 25% BSA,No,No,Glucose,0.75,BSA,0.25,100,21,,35,1.1,3.6,0.28,4,4,1,0.231,0.21,11.5,0,0.19,35.50057804,600,NoGAC,NoGAC,0,0,0,,88,77,0.38,0.28
HS_29,,HS,UASB,1,5.8,Continuous,75% Glucose + 25% BSA,No,No,Glucose,0.75,BSA,0.25,100,21,,35,1.1,3.6,0.28,4,4,1,0.231,0.21,11.5,0,0.19,35.50057804,600,NoGAC,NoGAC,0,0,0,,88,75,0.38,0.28
HS_30,HS17_ave,HS,UASB,1,5.8,Continuous,50% Glucose + 50% BSA,No,No,Glucose,0.5,BSA,0.5,100,21,,35,1.1,3.6,0.28,4,4,1,0.302,0.282,6.5,0,0.26,44.64430095,600,NoGAC,NoGAC,0,0,0,,80,74.4,0.65,0.36
HS_31,,HS,UASB,1,5.8,Continuous,50% Glucose + 50% BSA,No,No,Glucose,0.5,BSA,0.5,100,21,,35,1.1,3.6,0.28,4,4,1,0.302,0.282,6.5,0,0.26,44.64430095,600,NoGAC,NoGAC,0,0,0,,80,79,0.65,0.36
HS_32,,HS,UASB,1,5.8,Continuous,50% Glucose + 50% BSA,No,No,Glucose,0.5,BSA,0.5,100,21,,35,1.1,3.6,0.28,4,4,1,0.302,0.282,6.5,0,0.26,44.64430095,600,NoGAC,NoGAC,0,0,0,,80,80,0.65,0.36
HS_33,,HS,UASB,1,5.8,Continuous,50% Glucose + 50% BSA,No,No,Glucose,0.5,BSA,0.5,100,21,,35,1.1,3.6,0.28,4,4,1,0.302,0.282,6.5,0,0.26,44.64430095,600,NoGAC,NoGAC,0,0,0,,80,71,0.65,0.36
HS_34,,HS,UASB,1,5.8,Continuous,50% Glucose + 50% BSA,No,No,Glucose,0.5,BSA,0.5,100,21,,35,1.1,3.6,0.28,4,4,1,0.302,0.282,6.5,0,0.26,44.64430095,600,NoGAC,NoGAC,0,0,0,,80,68,0.65,0.36
HS_35,HS19_ave,HS,UASB,1,5.8,Continuous,BSA,No,No,BSA,1,None,0,100,21,,35,1.1,3.6,0.28,4,4,1,0.317,0.289,10.6,0,0.26,56.12751455,600,NoGAC,NoGAC,0,0,0,,79,70.3,0.45,0.29
HS_36,,HS,UASB,1,5.8,Continuous,BSA,No,No,BSA,1,None,0,100,21,,35,1.1,3.6,0.28,4,4,1,0.317,0.289,10.6,0,0.26,56.12751455,600,NoGAC,NoGAC,0,0,0,,79,74,0.45,0.29
HS_37,,HS,UASB,1,5.8,Continuous,BSA,No,No,BSA,1,None,0,100,21,,35,1.1,3.6,0.28,4,4,1,0.317,0.289,10.6,0,0.26,56.12751455,600,NoGAC,NoGAC,0,0,0,,79,78,0.45,0.29
HS_38,,HS,UASB,1,5.8,Continuous,BSA,No,No,BSA,1,None,0,100,21,,35,1.1,3.6,0.28,4,4,1,0.317,0.289,10.6,0,0.26,56.12751455,600,NoGAC,NoGAC,0,0,0,,79,65,0.45,0.29
HS_39,,HS,UASB,1,5.8,Continuous,BSA,No,No,BSA,1,None,0,100,21,,35,1.1,3.6,0.28,4,4,1,0.317,0.289,10.6,0,0.26,56.12751455,600,NoGAC,NoGAC,0,0,0,,79,60,0.45,0.29
MG_01,MG01,MG,UASB,4.2,7.263157895,Continuous,Blackwater from conventional toilet,No,No,Blackwater CT,1,None,0,,,,35,0.45,2.2,1.909090909,1.026,0.263,0.256335283,0.167,0.088,7.300849282,0.242,0.032,6.307028302,796.8678907,NoGAC,NoGAC,0,0,0,26.68335518,21.50433673,31.9,0.175,0.365
MG_02,MG02,MG,UASB,4.2,7.263157895,Continuous,Blackwater from conventional toilet,No,No,Blackwater CT,1,None,0,,,,35,0.45,2.2,1.909090909,1.021,0.29,0.28403526,0.141,0.112,7.574505183,0.224,0.024,6.0277313,451.9026821,NoGAC,NoGAC,0,0,0,33.1,28.2,42.1,0.177,0.518
MG_03,MG03,MG,UASB,4.2,7.263157895,Continuous,Blackwater from conventional toilet,No,No,Blackwater CT,1,None,0,,,,35,0.45,2.2,1.909090909,0.98,0.256,0.26122449,0.148,0.103,10.04372134,0.213,0.005,7.024534306,554.135737,NoGAC,NoGAC,0,0,0,32.19889503,23.22294654,34.4,0.197,0.408
MG_04,MG04,MG,UASB,4.7,6.37254902,Continuous,Blackwater from vacuum toilet,No,No,Blackwater VT,1,None,0,,,,35,0.28,36,0.130277778,9.234,2.931,0.317413905,1.14,0.559,8.842596837,1.168,0.0343,148.2,272.8970738,NoGAC,NoGAC,0,0,0,32.95053718,38.93688226,45.1,0.114,0.337
MG_05,MG05,MG,UASB,4.7,6.37254902,Continuous,Blackwater from vacuum toilet,No,No,Blackwater VT,1,None,0,,,,35,0.48,20,0.2345,10.027,3.637,0.362720654,0.993,0.571,12.33661994,2.013,0.0349,99.5,521.7411964,NoGAC,NoGAC,0,0,0,33.02399101,36.74034941,47.53,0.108,0.404
MG_06,MG06,MG,UASB,4.7,6.37254902,Continuous,Blackwater from vacuum toilet,No,No,Blackwater VT,1,None,0,,,,35,0.81,12,0.390833333,9.62,2.822,0.293347193,1.175,0.599,12.42042644,1.517,0.0418,133.3,336.0638644,NoGAC,NoGAC,0,0,0,33.22675164,31.52389717,40.84,0.114,0.481
MG_07,MG07,MG,UASB,4.7,6.37254902,Continuous,Blackwater from vacuum toilet,No,No,Blackwater VT,1,None,0,,,,35,1.64,6,0.781666667,9.957,3.504,0.351913227,1.598,0.82,17.01880394,1.677,0.0631,107.4,112.1860234,NoGAC,NoGAC,0,0,0,31.21996241,31.57927955,40.68,0.1,0.456
MG_08,MG08,MG,UASB,4.7,6.37254902,Continuous,Blackwater from conventional toilet,No,No,Blackwater CT,1,None,0,,,,35,0.18,5.5,0.86,0.99,0.312,0.315151515,0.27,0.102,5.405410856,0.052684998,0.009,2.503800768,347.97,NoGAC,NoGAC,0,0,0,9.528,20.64268,23,0.144,0.181
MG_09,MG09,MG,UASB,4.7,6.37254902,Continuous,Blackwater from conventional toilet,No,No,Blackwater CT,1,None,0,,,,35,0.36,3,1.57,1.076,0.325,0.30204461,0.209,0.099,5.981201675,0.104106683,0.028,1.757987773,172.7042548,NoGAC,NoGAC,0,0,0,18.958,25.5778,29,0.228,0.365
MG_10,MG10,MG,UASB,4.7,6.37254902,Continuous,Blackwater from conventional toilet,No,No,Blackwater CT,1,None,0,,,,35,0.76,1.4,3.31,1.05,0.349,0.332,0.281,0.117,7.508538445,0.158689337,0.035,1.73,226.9,NoGAC,NoGAC,0,0,0,10.4,22.87364,26,0.201,0.411
MG_11,MG11,MG,UASB,4.7,6.37254902,Continuous,Blackwater from conventional toilet,No,No,Blackwater CT,1,None,0,,,,35,1,1.043,4.27,1.02,0.342,0.335,0.286,0.135,12.1606314,0.093763421,0.027,1.42,135.6,NoGAC,NoGAC,0,0,0,13.2,25.76143,30,0.136,0.499
MG_12,MG12,MG,UASB,3.3,4.1,Continuous,Blackwater + food waste,No,Yes,Blackwater VT,0.769230769,Food waste,0.230769231,,,,35,5.1,2.6,1.269230769,14.2,5.1,0.35915493,2.3,1.1,15.17264851,1.909,0.39,83.9,49.6,NoGAC,NoGAC,0,0,0,48.6,56.61261886,59.5,0.146,1.078
MG_13,MG13,MG,UASB,3.3,4.1,Continuous,Blackwater + food waste,No,Yes,Blackwater VT,0.625,Food waste,0.375,,,,35,7,2.6,1.269230769,20,7.5,0.375,3.2,1.7,18.07867162,2.025,1.15,56.2,47.9,NoGAC,NoGAC,0,0,0,46.6,60.63244888,58.8,0.135,1.119
MG_14,MG14,MG,UASB,3.3,4.1,Continuous,Blackwater + food waste,No,Yes,Blackwater VT,0.5,Food waste,0.5,,,,35,10,2.6,1.269230769,25.4,9.5,0.374,4.2,2.1,18.64129538,2.303,1.67,46.5,50.5,NoGAC,NoGAC,0,0,0,53.4,65.94667903,61.9,0.184,1.198
MG_15,MG15,MG,UASB,3.3,4.1,Continuous,Blackwater + food waste,No,Yes,Blackwater VT,0.4,Food waste,0.6,,,,35,11.6,2.6,1.269230769,30.5,11.6,0.38,5.3,2.9,24.99400578,2.06,2.25,53.2,39.5,NoGAC,NoGAC,0,0,0,29.6,48.15748404,44.4,0.15,0.971
JW_01,JW01,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,0,20,0.2,5,0.15,1,0.433836,0.433836,,0.3470688,1.5,,0.2723949,,,NoGAC,NoGAC,0,0,0,27.86723,,18.49971,,
JW_02,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,0,20,0.2,5,0.15,1,0.433836,0.433836,,0.3470688,1.5,,0.2723949,,,NoGAC,NoGAC,0,0,0,15.80362,,19.15673,,
JW_03,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,0,20,0.2,5,0.15,1,0.433836,0.433836,,0.3470688,1.5,,0.2723949,,,NoGAC,NoGAC,0,0,0,31.74182,,21.99679,,
JW_04,JW02,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,5,20,0.2,5,0.15,1,0.4675788,0.4675788,,0.4386564,1.5,,0.3145149,,,NoGAC,NoGAC,0,0,0,50.4883,,20.47106,,
JW_05,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,5,20,0.2,5,0.15,1,0.4675788,0.4675788,,0.4386564,1.5,,0.3145149,,,NoGAC,NoGAC,0,0,0,39.23668,,19.03644,,
JW_06,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,5,20,0.2,5,0.15,1,0.4675788,0.4675788,,0.4386564,1.5,,0.3145149,,,NoGAC,NoGAC,0,0,0,41.28935,,22.85013,,
JW_07,JW03,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,10,20,0.2,5,0.15,1,0.4386564,0.4386564,,0.4000932,1.5,,0.2985798,,,NoGAC,NoGAC,0,0,0,38.82567,,16.09104,,
JW_08,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,10,20,0.2,5,0.15,1,0.4386564,0.4386564,,0.4000932,1.5,,0.2985798,,,NoGAC,NoGAC,0,0,0,22.0921,,15.31414,,
JW_09,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,10,20,0.2,5,0.15,1,0.4386564,0.4386564,,0.4000932,1.5,,0.2985798,,,NoGAC,NoGAC,0,0,0,24.78757,,17.3505,,
JW_10,JW04,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,50,20,0.2,5,0.15,1,0.4723992,0.4723992,,0.4965012,1.5,,0.4274954,,,NoGAC,NoGAC,0,0,0,29.79085,,1.00897,,
JW_11,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,50,20,0.2,5,0.15,1,0.4723992,0.4723992,,0.4965012,1.5,,0.4274954,,,NoGAC,NoGAC,0,0,0,20.7816,,0.89116,,
JW_12,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,50,20,0.2,5,0.15,1,0.4723992,0.4723992,,0.4965012,1.5,,0.4274954,,,NoGAC,NoGAC,0,0,0,12.45477,,1.21701,,
JW_13,JW05,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,150,20,0.2,5,0.15,1,0.4482972,0.4482972,,0.385632,1.5,,0.3376688,,,NoGAC,NoGAC,0,0,0,7.62087,,4.08958,,
JW_14,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,150,20,0.2,5,0.15,1,0.4482972,0.4482972,,0.385632,1.5,,0.3376688,,,NoGAC,NoGAC,0,0,0,19.98741,,5.10156,,
JW_15,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,150,20,0.2,5,0.15,1,0.4482972,0.4482972,,0.385632,1.5,,0.3376688,,,NoGAC,NoGAC,0,0,0,7.77912,,5.19741,,
JW_16,JW06,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,0,20,0.25,4,0.1875,1,0.2524092,0.2524092,,0.2276632,1.5,,0.1352612,,,NoGAC,NoGAC,0,0,0,36.96135,,28.76309,,
JW_17,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,0,20,0.25,4,0.1875,1,0.2524092,0.2524092,,0.2276632,1.5,,0.1352612,,,NoGAC,NoGAC,0,0,0,34.06024,,23.74611,,
JW_18,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,0,20,0.25,4,0.1875,1,0.2524092,0.2524092,,0.2276632,1.5,,0.1352612,,,NoGAC,NoGAC,0,0,0,34.27254,,29.39425,,
JW_19,JW07,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,5,20,0.25,4,0.1875,1,0.2573584,0.2573584,,0.2623076,1.5,,0.1625816,,,NoGAC,NoGAC,0,0,0,52.09618,,34.71808,,
JW_20,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,5,20,0.25,4,0.1875,1,0.2573584,0.2573584,,0.2623076,1.5,,0.1625816,,,NoGAC,NoGAC,0,0,0,42.65852,,23.85145,,
JW_21,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,5,20,0.25,4,0.1875,1,0.2573584,0.2573584,,0.2623076,1.5,,0.1625816,,,NoGAC,NoGAC,0,0,0,52.58317,,29.66763,,
JW_22,JW08,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,10,20,0.25,4,0.1875,1,0.2623076,0.2623076,,0.2920028,1.5,,0.2107892,,,NoGAC,NoGAC,0,0,0,43.45941,,25.22455,,
JW_23,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,10,20,0.25,4,0.1875,1,0.2623076,0.2623076,,0.2920028,1.5,,0.2107892,,,NoGAC,NoGAC,0,0,0,26.41361,,17.59065,,
JW_24,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,10,20,0.25,4,0.1875,1,0.2623076,0.2623076,,0.2920028,1.5,,0.2107892,,,NoGAC,NoGAC,0,0,0,34.89328,,22.2052,,
JW_25,JW09,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,50,20,0.25,4,0.1875,1,0.3266472,0.3266472,,0.4553264,1.5,,0.3815291,,,NoGAC,NoGAC,0,0,0,35.55256,,5.37408,,
JW_26,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,50,20,0.25,4,0.1875,1,0.3266472,0.3266472,,0.4553264,1.5,,0.3815291,,,NoGAC,NoGAC,0,0,0,13.29399,,2.12543,,
JW_27,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,50,20,0.25,4,0.1875,1,0.3266472,0.3266472,,0.4553264,1.5,,0.3815291,,,NoGAC,NoGAC,0,0,0,39.76055,,4.2037,,
JW_28,JW10,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,150,20,0.25,4,0.1875,1,0.2920028,0.2920028,,0.3266472,1.5,,0.2685533,,,NoGAC,NoGAC,0,0,0,23.56535,,10.96682,,
JW_29,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,150,20,0.25,4,0.1875,1,0.2920028,0.2920028,,0.3266472,1.5,,0.2685533,,,NoGAC,NoGAC,0,0,0,27.37865,,6.16421,,
JW_30,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,150,20,0.25,4,0.1875,1,0.2920028,0.2920028,,0.3266472,1.5,,0.2685533,,,NoGAC,NoGAC,0,0,0,31.31435,,7.59368,,
JW_31,JW11,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,0,20,0.333333333,3,0.25,1,0.2573584,0.2573584,,0.1583744,1.5,,0.1151561,,,NoGAC,NoGAC,0,0,0,34.48809,,39.60854,,
JW_32,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,0,20,0.333333333,3,0.25,1,0.2573584,0.2573584,,0.1583744,1.5,,0.1151561,,,NoGAC,NoGAC,0,0,0,34,,34.75484,,
JW_33,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,0,20,0.333333333,3,0.25,1,0.2573584,0.2573584,,0.1583744,1.5,,0.1151561,,,NoGAC,NoGAC,0,0,0,33.54052,,35.24161,,
JW_34,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,0,20,0.333333333,3,0.25,1,0.2573584,0.2573584,,0.1583744,1.5,,0.1151561,,,NoGAC,NoGAC,0,0,0,36.45561,,36.96156,,
JW_35,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,0,20,0.333333333,3,0.25,1,0.2573584,0.2573584,,0.1583744,1.5,,0.1151561,,,NoGAC,NoGAC,0,0,0,30,,39.25713,,
JW_36,JW12,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,5,20,0.333333333,3,0.25,1,0.272206,0.272206,,0.1930188,1.5,,0.1306313,,,NoGAC,NoGAC,0,0,0,48.17414,,48.91204,,
JW_37,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,5,20,0.333333333,3,0.25,1,0.272206,0.272206,,0.1930188,1.5,,0.1306313,,,NoGAC,NoGAC,0,0,0,50.26298,,34.99575,,
JW_38,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,5,20,0.333333333,3,0.25,1,0.272206,0.272206,,0.1930188,1.5,,0.1306313,,,NoGAC,NoGAC,0,0,0,51.09922,,37.09058,,
JW_39,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,5,20,0.333333333,3,0.25,1,0.272206,0.272206,,0.1930188,1.5,,0.1306313,,,NoGAC,NoGAC,0,0,0,49.65,,39.2534,,
JW_40,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,5,20,0.333333333,3,0.25,1,0.272206,0.272206,,0.1930188,1.5,,0.1306313,,,NoGAC,NoGAC,0,0,0,51.7899,,41.39202,,
JW_41,JW13,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,10,20,0.333333333,3,0.25,1,0.296952,0.296952,,0.222714,1.5,,0.1425035,,,NoGAC,NoGAC,0,0,0,41.46545,,40.2093,,
JW_42,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,10,20,0.333333333,3,0.25,1,0.296952,0.296952,,0.222714,1.5,,0.1425035,,,NoGAC,NoGAC,0,0,0,47.51313,,28.29948,,
JW_43,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,10,20,0.333333333,3,0.25,1,0.296952,0.296952,,0.222714,1.5,,0.1425035,,,NoGAC,NoGAC,0,0,0,42.08369,,30.04758,,
JW_44,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,10,20,0.333333333,3,0.25,1,0.296952,0.296952,,0.222714,1.5,,0.1425035,,,NoGAC,NoGAC,0,0,0,43.58369,,32.16705,,
JW_45,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,10,20,0.333333333,3,0.25,1,0.296952,0.296952,,0.222714,1.5,,0.1425035,,,NoGAC,NoGAC,0,0,0,48.56843,,37.67509,,
JW_46,JW14,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,50,20,0.333333333,3,0.25,1,0.3662408,0.3662408,,0.4305804,1.5,,0.4083371,,,NoGAC,NoGAC,0,0,0,29.7253,,9.36147,,
JW_47,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,50,20,0.333333333,3,0.25,1,0.3662408,0.3662408,,0.4305804,1.5,,0.4083371,,,NoGAC,NoGAC,0,0,0,44.02285,,6.5498,,
JW_48,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,50,20,0.333333333,3,0.25,1,0.3662408,0.3662408,,0.4305804,1.5,,0.4083371,,,NoGAC,NoGAC,0,0,0,39.01636,,7.52866,,
JW_49,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,50,20,0.333333333,3,0.25,1,0.3662408,0.3662408,,0.4305804,1.5,,0.4083371,,,NoGAC,NoGAC,0,0,0,47.35,,8.00936,,
JW_50,,JW,Anaerobic sequencing batch reactors,0.75,2.227722772,Semi-continuous,Blackwater,No,No,Blackwater CT,1,None,0,,,50,20,0.333333333,3,0.25,1,0.3662408,0.3662408,,0.4305804,1.5,,0.4083371,,,NoGAC,NoGAC,0,0,0,42,,8.24718,,
